编号,姓名,交路所处天数,出发车站,到达车站,工作时长,休息时长,所属交路长度,身份信息（0-乘务员；1-乘务长）,作休类型（1-作；0-休）,所属交路编号,是否请假（0-是；1-否）,工作天数,休息天数
852,周6,0,南京,南京,0,0,6,1,0,5,1,3,3
853,周6,1,南京,南京,620,820,6,1,1,5,1,3,3
854,周6,2,南京,南京,0,1440,6,1,0,5,1,3,3
855,周6,3,南京,芜湖,838,602,6,1,1,5,1,3,3
856,周6,4,芜湖,南京,319,1121,6,1,1,5,1,3,3
857,周6,5,南京,南京,0,1440,6,1,0,5,1,3,3
858,周6,6,南京,南京,0,1440,6,1,0,5,1,3,3
859,周7,0,南京,南京,0,0,6,1,0,5,1,3,3
860,周7,1,南京,南京,0,1440,6,1,0,5,1,3,3
861,周7,2,南京,南京,620,820,6,1,1,5,1,3,3
862,周7,3,南京,南京,0,1440,6,1,0,5,1,3,3
863,周7,4,南京,芜湖,838,602,6,1,1,5,1,3,3
864,周7,5,芜湖,南京,319,1121,6,1,1,5,1,3,3
865,周7,6,南京,南京,0,1440,6,1,0,5,1,3,3
866,周8,0,南京,南京,0,0,6,1,0,5,1,3,3
867,周8,1,南京,南京,0,1440,6,1,0,5,1,3,3
868,周8,2,南京,南京,620,820,6,1,1,5,1,3,3
869,周8,3,南京,南京,0,1440,6,1,0,5,1,3,3
870,周8,4,南京,芜湖,838,602,6,1,1,5,1,3,3
871,周8,5,芜湖,南京,319,1121,6,1,1,5,1,3,3
872,周8,6,南京,南京,0,1440,6,1,0,5,1,3,3
873,周9,0,南京,南京,0,0,6,1,0,5,1,3,3
874,周9,1,南京,南京,0,1440,6,1,0,5,1,3,3
875,周9,2,南京,南京,0,1440,6,1,0,5,1,3,3
876,周9,3,南京,南京,620,820,6,1,1,5,1,3,3
877,周9,4,南京,南京,0,1440,6,1,0,5,1,3,3
878,周9,5,南京,芜湖,838,602,6,1,1,5,1,3,3
879,周9,6,芜湖,南京,319,1121,6,1,1,5,1,3,3
880,周10,0,南京,南京,0,0,6,1,0,5,1,3,3
881,周10,1,南京,南京,0,1440,6,1,0,5,1,3,3
882,周10,2,南京,南京,0,1440,6,1,0,5,1,3,3
883,周10,3,南京,南京,620,820,6,1,1,5,1,3,3
884,周10,4,南京,南京,0,1440,6,1,0,5,1,3,3
885,周10,5,南京,芜湖,838,602,6,1,1,5,1,3,3
886,周10,6,芜湖,南京,319,1121,6,1,1,5,1,3,3
887,周11,0,南京,南京,0,0,6,1,0,5,1,3,3
888,周11,1,芜湖,南京,319,1121,6,1,1,5,1,3,3
889,周11,2,南京,南京,0,1440,6,1,0,5,1,3,3
890,周11,3,南京,南京,0,1440,6,1,0,5,1,3,3
891,周11,4,南京,南京,620,820,6,1,1,5,1,3,3
892,周11,5,南京,南京,0,1440,6,1,0,5,1,3,3
893,周11,6,南京,芜湖,838,602,6,1,1,5,1,3,3
894,周12,0,南京,南京,0,0,6,1,0,5,1,3,3
895,周12,1,芜湖,南京,319,1121,6,1,1,5,1,3,3
896,周12,2,南京,南京,0,1440,6,1,0,5,1,3,3
897,周12,3,南京,南京,0,1440,6,1,0,5,1,3,3
898,周12,4,南京,南京,620,820,6,1,1,5,1,3,3
899,周12,5,南京,南京,0,1440,6,1,0,5,1,3,3
900,周12,6,南京,芜湖,838,602,6,1,1,5,1,3,3
901,周13,0,南京,南京,0,0,6,0,0,5,1,3,3
902,周13,1,南京,芜湖,838,602,6,0,1,5,1,3,3
903,周13,2,芜湖,南京,319,1121,6,0,1,5,1,3,3
904,周13,3,南京,南京,0,1440,6,0,0,5,1,3,3
905,周13,4,南京,南京,0,1440,6,0,0,5,1,3,3
906,周13,5,南京,南京,620,820,6,0,1,5,1,3,3
907,周13,6,南京,南京,0,1440,6,0,0,5,1,3,3
908,周14,0,南京,南京,0,0,6,0,0,5,1,3,3
909,周14,1,南京,芜湖,838,602,6,0,1,5,1,3,3
910,周14,2,芜湖,南京,319,1121,6,0,1,5,1,3,3
911,周14,3,南京,南京,0,1440,6,0,0,5,1,3,3
912,周14,4,南京,南京,0,1440,6,0,0,5,1,3,3
913,周14,5,南京,南京,620,820,6,0,1,5,1,3,3
914,周14,6,南京,南京,0,1440,6,0,0,5,1,3,3
915,周15,0,南京,南京,0,0,6,0,0,5,1,3,3
916,周15,1,南京,芜湖,838,602,6,0,1,5,1,3,3
917,周15,2,芜湖,南京,319,1121,6,0,1,5,1,3,3
918,周15,3,南京,南京,0,1440,6,0,0,5,1,3,3
919,周15,4,南京,南京,0,1440,6,0,0,5,1,3,3
920,周15,5,南京,南京,620,820,6,0,1,5,1,3,3
921,周15,6,南京,南京,0,1440,6,0,0,5,1,3,3
922,周16,0,南京,南京,0,0,6,0,0,5,1,3,3
923,周16,1,南京,芜湖,838,602,6,0,1,5,1,3,3
924,周16,2,芜湖,南京,319,1121,6,0,1,5,1,3,3
925,周16,3,南京,南京,0,1440,6,0,0,5,1,3,3
926,周16,4,南京,南京,0,1440,6,0,0,5,1,3,3
927,周16,5,南京,南京,620,820,6,0,1,5,1,3,3
928,周16,6,南京,南京,0,1440,6,0,0,5,1,3,3
929,周17,0,南京,南京,0,0,6,0,0,5,1,3,3
930,周17,1,南京,芜湖,838,602,6,0,1,5,1,3,3
931,周17,2,芜湖,南京,319,1121,6,0,1,5,1,3,3
932,周17,3,南京,南京,0,1440,6,0,0,5,1,3,3
933,周17,4,南京,南京,0,1440,6,0,0,5,1,3,3
934,周17,5,南京,南京,620,820,6,0,1,5,1,3,3
935,周17,6,南京,南京,0,1440,6,0,0,5,1,3,3
936,周18,0,南京,南京,0,0,6,0,0,5,1,3,3
937,周18,1,南京,芜湖,838,602,6,0,1,5,1,3,3
938,周18,2,芜湖,南京,319,1121,6,0,1,5,1,3,3
939,周18,3,南京,南京,0,1440,6,0,0,5,1,3,3
940,周18,4,南京,南京,0,1440,6,0,0,5,1,3,3
941,周18,5,南京,南京,620,820,6,0,1,5,1,3,3
942,周18,6,南京,南京,0,1440,6,0,0,5,1,3,3
943,周19,0,南京,南京,0,0,6,0,0,5,1,3,3
944,周19,1,南京,南京,0,1440,6,0,0,5,1,3,3
945,周19,2,南京,芜湖,838,602,6,0,1,5,1,3,3
946,周19,3,芜湖,南京,319,1121,6,0,1,5,1,3,3
947,周19,4,南京,南京,0,1440,6,0,0,5,1,3,3
948,周19,5,南京,南京,0,1440,6,0,0,5,1,3,3
949,周19,6,南京,南京,620,820,6,0,1,5,1,3,3
950,周20,0,南京,南京,0,0,6,0,0,5,1,3,3
951,周20,1,南京,南京,0,1440,6,0,0,5,1,3,3
952,周20,2,南京,芜湖,838,602,6,0,1,5,1,3,3
953,周20,3,芜湖,南京,319,1121,6,0,1,5,1,3,3
954,周20,4,南京,南京,0,1440,6,0,0,5,1,3,3
955,周20,5,南京,南京,0,1440,6,0,0,5,1,3,3
956,周20,6,南京,南京,620,820,6,0,1,5,1,3,3
957,周21,0,南京,南京,0,0,6,0,0,5,1,3,3
958,周21,1,南京,南京,0,1440,6,0,0,5,1,3,3
959,周21,2,南京,芜湖,838,602,6,0,1,5,1,3,3
960,周21,3,芜湖,南京,319,1121,6,0,1,5,1,3,3
961,周21,4,南京,南京,0,1440,6,0,0,5,1,3,3
962,周21,5,南京,南京,0,1440,6,0,0,5,1,3,3
963,周21,6,南京,南京,620,820,6,0,1,5,1,3,3
964,周22,0,南京,南京,0,0,6,0,0,5,1,3,3
965,周22,1,南京,南京,0,1440,6,0,0,5,1,3,3
966,周22,2,南京,芜湖,838,602,6,0,1,5,1,3,3
967,周22,3,芜湖,南京,319,1121,6,0,1,5,1,3,3
968,周22,4,南京,南京,0,1440,6,0,0,5,1,3,3
969,周22,5,南京,南京,0,1440,6,0,0,5,1,3,3
970,周22,6,南京,南京,620,820,6,0,1,5,1,3,3
971,周23,0,南京,南京,0,0,6,0,0,5,1,3,3
972,周23,1,南京,南京,0,1440,6,0,0,5,1,3,3
973,周23,2,南京,芜湖,838,602,6,0,1,5,1,3,3
974,周23,3,芜湖,南京,319,1121,6,0,1,5,1,3,3
975,周23,4,南京,南京,0,1440,6,0,0,5,1,3,3
976,周23,5,南京,南京,0,1440,6,0,0,5,1,3,3
977,周23,6,南京,南京,620,820,6,0,1,5,1,3,3
978,周24,0,南京,南京,0,0,6,0,0,5,1,3,3
979,周24,1,南京,南京,0,1440,6,0,0,5,1,3,3
980,周24,2,南京,芜湖,838,602,6,0,1,5,1,3,3
981,周24,3,芜湖,南京,319,1121,6,0,1,5,1,3,3
982,周24,4,南京,南京,0,1440,6,0,0,5,1,3,3
983,周24,5,南京,南京,0,1440,6,0,0,5,1,3,3
984,周24,6,南京,南京,620,820,6,0,1,5,1,3,3
985,周25,0,南京,南京,0,0,6,0,0,5,1,3,3
986,周25,1,南京,南京,620,820,6,0,1,5,1,3,3
987,周25,2,南京,南京,0,1440,6,0,0,5,1,3,3
988,周25,3,南京,芜湖,838,602,6,0,1,5,1,3,3
989,周25,4,芜湖,南京,319,1121,6,0,1,5,1,3,3
990,周25,5,南京,南京,0,1440,6,0,0,5,1,3,3
991,周25,6,南京,南京,0,1440,6,0,0,5,1,3,3
992,周26,0,南京,南京,0,0,6,0,0,5,1,3,3
993,周26,1,南京,南京,620,820,6,0,1,5,1,3,3
994,周26,2,南京,南京,0,1440,6,0,0,5,1,3,3
995,周26,3,南京,芜湖,838,602,6,0,1,5,1,3,3
996,周26,4,芜湖,南京,319,1121,6,0,1,5,1,3,3
997,周26,5,南京,南京,0,1440,6,0,0,5,1,3,3
998,周26,6,南京,南京,0,1440,6,0,0,5,1,3,3
999,周27,0,南京,南京,0,0,6,0,0,5,1,3,3
1000,周27,1,南京,南京,620,820,6,0,1,5,1,3,3
1001,周27,2,南京,南京,0,1440,6,0,0,5,1,3,3
1002,周27,3,南京,芜湖,838,602,6,0,1,5,1,3,3
1003,周27,4,芜湖,南京,319,1121,6,0,1,5,1,3,3
1004,周27,5,南京,南京,0,1440,6,0,0,5,1,3,3
1005,周27,6,南京,南京,0,1440,6,0,0,5,1,3,3
1006,周28,0,南京,南京,0,0,6,0,0,5,1,3,3
1007,周28,1,南京,南京,620,820,6,0,1,5,1,3,3
1008,周28,2,南京,南京,0,1440,6,0,0,5,1,3,3
1009,周28,3,南京,芜湖,838,602,6,0,1,5,1,3,3
1010,周28,4,芜湖,南京,319,1121,6,0,1,5,1,3,3
1011,周28,5,南京,南京,0,1440,6,0,0,5,1,3,3
1012,周28,6,南京,南京,0,1440,6,0,0,5,1,3,3
1013,周29,0,南京,南京,0,0,6,0,0,5,1,3,3
1014,周29,1,南京,南京,620,820,6,0,1,5,1,3,3
1015,周29,2,南京,南京,0,1440,6,0,0,5,1,3,3
1016,周29,3,南京,芜湖,838,602,6,0,1,5,1,3,3
1017,周29,4,芜湖,南京,319,1121,6,0,1,5,1,3,3
1018,周29,5,南京,南京,0,1440,6,0,0,5,1,3,3
1019,周29,6,南京,南京,0,1440,6,0,0,5,1,3,3
1020,周30,0,南京,南京,0,0,6,0,0,5,1,3,3
1021,周30,1,南京,南京,620,820,6,0,1,5,1,3,3
1022,周30,2,南京,南京,0,1440,6,0,0,5,1,3,3
1023,周30,3,南京,芜湖,838,602,6,0,1,5,1,3,3
1024,周30,4,芜湖,南京,319,1121,6,0,1,5,1,3,3
1025,周30,5,南京,南京,0,1440,6,0,0,5,1,3,3
1026,周30,6,南京,南京,0,1440,6,0,0,5,1,3,3
1027,周31,0,南京,南京,0,0,6,0,0,5,1,3,3
1028,周31,1,南京,南京,0,1440,6,0,0,5,1,3,3
1029,周31,2,南京,南京,620,820,6,0,1,5,1,3,3
1030,周31,3,南京,南京,0,1440,6,0,0,5,1,3,3
1031,周31,4,南京,芜湖,838,602,6,0,1,5,1,3,3
1032,周31,5,芜湖,南京,319,1121,6,0,1,5,1,3,3
1033,周31,6,南京,南京,0,1440,6,0,0,5,1,3,3
1034,周32,0,南京,南京,0,0,6,0,0,5,1,3,3
1035,周32,1,南京,南京,0,1440,6,0,0,5,1,3,3
1036,周32,2,南京,南京,620,820,6,0,1,5,1,3,3
1037,周32,3,南京,南京,0,1440,6,0,0,5,1,3,3
1038,周32,4,南京,芜湖,838,602,6,0,1,5,1,3,3
1039,周32,5,芜湖,南京,319,1121,6,0,1,5,1,3,3
1040,周32,6,南京,南京,0,1440,6,0,0,5,1,3,3
1041,周33,0,南京,南京,0,0,6,0,0,5,1,3,3
1042,周33,1,南京,南京,0,1440,6,0,0,5,1,3,3
1043,周33,2,南京,南京,620,820,6,0,1,5,1,3,3
1044,周33,3,南京,南京,0,1440,6,0,0,5,1,3,3
1045,周33,4,南京,芜湖,838,602,6,0,1,5,1,3,3
1046,周33,5,芜湖,南京,319,1121,6,0,1,5,1,3,3
1047,周33,6,南京,南京,0,1440,6,0,0,5,1,3,3
1048,周34,0,南京,南京,0,0,6,0,0,5,1,3,3
1049,周34,1,南京,南京,0,1440,6,0,0,5,1,3,3
1050,周34,2,南京,南京,620,820,6,0,1,5,1,3,3
1051,周34,3,南京,南京,0,1440,6,0,0,5,1,3,3
1052,周34,4,南京,芜湖,838,602,6,0,1,5,1,3,3
1053,周34,5,芜湖,南京,319,1121,6,0,1,5,1,3,3
1054,周34,6,南京,南京,0,1440,6,0,0,5,1,3,3
1055,周35,0,南京,南京,0,0,6,0,0,5,1,3,3
1056,周35,1,南京,南京,0,1440,6,0,0,5,1,3,3
1057,周35,2,南京,南京,620,820,6,0,1,5,1,3,3
1058,周35,3,南京,南京,0,1440,6,0,0,5,1,3,3
1059,周35,4,南京,芜湖,838,602,6,0,1,5,1,3,3
1060,周35,5,芜湖,南京,319,1121,6,0,1,5,1,3,3
1061,周35,6,南京,南京,0,1440,6,0,0,5,1,3,3
1062,周36,0,南京,南京,0,0,6,0,0,5,1,3,3
1063,周36,1,南京,南京,0,1440,6,0,0,5,1,3,3
1064,周36,2,南京,南京,620,820,6,0,1,5,1,3,3
1065,周36,3,南京,南京,0,1440,6,0,0,5,1,3,3
1066,周36,4,南京,芜湖,838,602,6,0,1,5,1,3,3
1067,周36,5,芜湖,南京,319,1121,6,0,1,5,1,3,3
1068,周36,6,南京,南京,0,1440,6,0,0,5,1,3,3
1069,周37,0,南京,南京,0,0,6,0,0,5,1,3,3
1070,周37,1,南京,南京,0,1440,6,0,0,5,1,3,3
1071,周37,2,南京,南京,0,1440,6,0,0,5,1,3,3
1072,周37,3,南京,南京,620,820,6,0,1,5,1,3,3
1073,周37,4,南京,南京,0,1440,6,0,0,5,1,3,3
1074,周37,5,南京,芜湖,838,602,6,0,1,5,1,3,3
1075,周37,6,芜湖,南京,319,1121,6,0,1,5,1,3,3
1076,周38,0,南京,南京,0,0,6,0,0,5,1,3,3
1077,周38,1,南京,南京,0,1440,6,0,0,5,1,3,3
1078,周38,2,南京,南京,0,1440,6,0,0,5,1,3,3
1079,周38,3,南京,南京,620,820,6,0,1,5,1,3,3
1080,周38,4,南京,南京,0,1440,6,0,0,5,1,3,3
1081,周38,5,南京,芜湖,838,602,6,0,1,5,1,3,3
1082,周38,6,芜湖,南京,319,1121,6,0,1,5,1,3,3
1083,周39,0,南京,南京,0,0,6,0,0,5,1,3,3
1084,周39,1,南京,南京,0,1440,6,0,0,5,1,3,3
1085,周39,2,南京,南京,0,1440,6,0,0,5,1,3,3
1086,周39,3,南京,南京,620,820,6,0,1,5,1,3,3
1087,周39,4,南京,南京,0,1440,6,0,0,5,1,3,3
1088,周39,5,南京,芜湖,838,602,6,0,1,5,1,3,3
1089,周39,6,芜湖,南京,319,1121,6,0,1,5,1,3,3
1090,周40,0,南京,南京,0,0,6,0,0,5,1,3,3
1091,周40,1,南京,南京,0,1440,6,0,0,5,1,3,3
1092,周40,2,南京,南京,0,1440,6,0,0,5,1,3,3
1093,周40,3,南京,南京,620,820,6,0,1,5,1,3,3
1094,周40,4,南京,南京,0,1440,6,0,0,5,1,3,3
1095,周40,5,南京,芜湖,838,602,6,0,1,5,1,3,3
1096,周40,6,芜湖,南京,319,1121,6,0,1,5,1,3,3
1097,周41,0,南京,南京,0,0,6,0,0,5,1,3,3
1098,周41,1,南京,南京,0,1440,6,0,0,5,1,3,3
1099,周41,2,南京,南京,0,1440,6,0,0,5,1,3,3
1100,周41,3,南京,南京,620,820,6,0,1,5,1,3,3
1101,周41,4,南京,南京,0,1440,6,0,0,5,1,3,3
1102,周41,5,南京,芜湖,838,602,6,0,1,5,1,3,3
1103,周41,6,芜湖,南京,319,1121,6,0,1,5,1,3,3
1104,周42,0,南京,南京,0,0,6,0,0,5,1,3,3
1105,周42,1,南京,南京,0,1440,6,0,0,5,1,3,3
1106,周42,2,南京,南京,0,1440,6,0,0,5,1,3,3
1107,周42,3,南京,南京,620,820,6,0,1,5,1,3,3
1108,周42,4,南京,南京,0,1440,6,0,0,5,1,3,3
1109,周42,5,南京,芜湖,838,602,6,0,1,5,1,3,3
1110,周42,6,芜湖,南京,319,1121,6,0,1,5,1,3,3
1111,周43,0,南京,南京,0,0,6,0,0,5,1,3,3
1112,周43,1,芜湖,南京,319,1121,6,0,1,5,1,3,3
1113,周43,2,南京,南京,0,1440,6,0,0,5,1,3,3
1114,周43,3,南京,南京,0,1440,6,0,0,5,1,3,3
1115,周43,4,南京,南京,620,820,6,0,1,5,1,3,3
1116,周43,5,南京,南京,0,1440,6,0,0,5,1,3,3
1117,周43,6,南京,芜湖,838,602,6,0,1,5,1,3,3
1118,周44,0,南京,南京,0,0,6,0,0,5,1,3,3
1119,周44,1,芜湖,南京,319,1121,6,0,1,5,1,3,3
1120,周44,2,南京,南京,0,1440,6,0,0,5,1,3,3
1121,周44,3,南京,南京,0,1440,6,0,0,5,1,3,3
1122,周44,4,南京,南京,620,820,6,0,1,5,1,3,3
1123,周44,5,南京,南京,0,1440,6,0,0,5,1,3,3
1124,周44,6,南京,芜湖,838,602,6,0,1,5,1,3,3
1125,周45,0,南京,南京,0,0,6,0,0,5,1,3,3
1126,周45,1,芜湖,南京,319,1121,6,0,1,5,1,3,3
1127,周45,2,南京,南京,0,1440,6,0,0,5,1,3,3
1128,周45,3,南京,南京,0,1440,6,0,0,5,1,3,3
1129,周45,4,南京,南京,620,820,6,0,1,5,1,3,3
1130,周45,5,南京,南京,0,1440,6,0,0,5,1,3,3
1131,周45,6,南京,芜湖,838,602,6,0,1,5,1,3,3
1132,周46,0,南京,南京,0,0,6,0,0,5,1,3,3
1133,周46,1,芜湖,南京,319,1121,6,0,1,5,1,3,3
1134,周46,2,南京,南京,0,1440,6,0,0,5,1,3,3
1135,周46,3,南京,南京,0,1440,6,0,0,5,1,3,3
1136,周46,4,南京,南京,620,820,6,0,1,5,1,3,3
1137,周46,5,南京,南京,0,1440,6,0,0,5,1,3,3
1138,周46,6,南京,芜湖,838,602,6,0,1,5,1,3,3
1139,周47,0,南京,南京,0,0,6,0,0,5,1,3,3
1140,周47,1,芜湖,南京,319,1121,6,0,1,5,1,3,3
1141,周47,2,南京,南京,0,1440,6,0,0,5,1,3,3
1142,周47,3,南京,南京,0,1440,6,0,0,5,1,3,3
1143,周47,4,南京,南京,620,820,6,0,1,5,1,3,3
1144,周47,5,南京,南京,0,1440,6,0,0,5,1,3,3
1145,周47,6,南京,芜湖,838,602,6,0,1,5,1,3,3
1146,周48,0,南京,南京,0,0,6,0,0,5,1,3,3
1147,周48,1,芜湖,南京,319,1121,6,0,1,5,1,3,3
1148,周48,2,南京,南京,0,1440,6,0,0,5,1,3,3
1149,周48,3,南京,南京,0,1440,6,0,0,5,1,3,3
1150,周48,4,南京,南京,620,820,6,0,1,5,1,3,3
1151,周48,5,南京,南京,0,1440,6,0,0,5,1,3,3
1152,周48,6,南京,芜湖,838,602,6,0,1,5,1,3,3
1153,吴1,0,南京,南京,0,0,9,1,0,6,1,4,5
1154,吴1,1,南京,南京,854,586,9,1,1,6,1,4,5
1155,吴1,2,南京,南京,849,591,9,1,1,6,1,4,5
1156,吴1,3,南京,南京,0,1440,9,1,0,6,1,4,5
1157,吴1,4,南京,南京,0,1440,9,1,0,6,1,4,5
1158,吴1,5,南京,上海,119,1321,9,1,1,6,1,4,5
1159,吴1,6,上海,南京,940,500,9,1,1,6,1,4,5
1160,吴1,7,南京,南京,0,1440,9,1,0,6,1,4,5
1161,吴1,8,南京,南京,0,1440,9,1,0,6,1,4,5
1162,吴1,9,南京,南京,0,1440,9,1,0,6,1,4,5
1163,吴2,0,南京,南京,0,0,9,1,0,6,1,4,5
1164,吴2,1,南京,南京,0,1440,9,1,0,6,1,4,5
1165,吴2,2,南京,南京,854,586,9,1,1,6,1,4,5
1166,吴2,3,南京,南京,849,591,9,1,1,6,1,4,5
1167,吴2,4,南京,南京,0,1440,9,1,0,6,1,4,5
1168,吴2,5,南京,南京,0,1440,9,1,0,6,1,4,5
1169,吴2,6,南京,上海,119,1321,9,1,1,6,1,4,5
1170,吴2,7,上海,南京,940,500,9,1,1,6,1,4,5
1171,吴2,8,南京,南京,0,1440,9,1,0,6,1,4,5
1172,吴2,9,南京,南京,0,1440,9,1,0,6,1,4,5
1173,吴3,0,南京,南京,0,0,9,1,0,6,1,4,5
1174,吴3,1,南京,南京,0,1440,9,1,0,6,1,4,5
1175,吴3,2,南京,南京,0,1440,9,1,0,6,1,4,5
1176,吴3,3,南京,南京,854,586,9,1,1,6,1,4,5
1177,吴3,4,南京,南京,849,591,9,1,1,6,1,4,5
1178,吴3,5,南京,南京,0,1440,9,1,0,6,1,4,5
1179,吴3,6,南京,南京,0,1440,9,1,0,6,1,4,5
1180,吴3,7,南京,上海,119,1321,9,1,1,6,1,4,5
1181,吴3,8,上海,南京,940,500,9,1,1,6,1,4,5
1182,吴3,9,南京,南京,0,1440,9,1,0,6,1,4,5
1183,吴4,0,南京,南京,0,0,9,1,0,6,1,4,5
1184,吴4,1,南京,南京,0,1440,9,1,0,6,1,4,5
1185,吴4,2,南京,南京,0,1440,9,1,0,6,1,4,5
1186,吴4,3,南京,南京,0,1440,9,1,0,6,1,4,5
1187,吴4,4,南京,南京,854,586,9,1,1,6,1,4,5
1188,吴4,5,南京,南京,849,591,9,1,1,6,1,4,5
1189,吴4,6,南京,南京,0,1440,9,1,0,6,1,4,5
1190,吴4,7,南京,南京,0,1440,9,1,0,6,1,4,5
1191,吴4,8,南京,上海,119,1321,9,1,1,6,1,4,5
1192,吴4,9,上海,南京,940,500,9,1,1,6,1,4,5
1193,吴5,0,南京,南京,0,0,9,1,0,6,1,4,5
1194,吴5,1,上海,南京,940,500,9,1,1,6,1,4,5
1195,吴5,2,南京,南京,0,1440,9,1,0,6,1,4,5
1196,吴5,3,南京,南京,0,1440,9,1,0,6,1,4,5
1197,吴5,4,南京,南京,0,1440,9,1,0,6,1,4,5
1198,吴5,5,南京,南京,854,586,9,1,1,6,1,4,5
1199,吴5,6,南京,南京,849,591,9,1,1,6,1,4,5
1200,吴5,7,南京,南京,0,1440,9,1,0,6,1,4,5
1201,吴5,8,南京,南京,0,1440,9,1,0,6,1,4,5
1202,吴5,9,南京,上海,119,1321,9,1,1,6,1,4,5
1203,吴6,0,南京,南京,0,0,9,1,0,6,1,4,5
1204,吴6,1,南京,上海,119,1321,9,1,1,6,1,4,5
1205,吴6,2,上海,南京,940,500,9,1,1,6,1,4,5
1206,吴6,3,南京,南京,0,1440,9,1,0,6,1,4,5
1207,吴6,4,南京,南京,0,1440,9,1,0,6,1,4,5
1208,吴6,5,南京,南京,0,1440,9,1,0,6,1,4,5
1209,吴6,6,南京,南京,854,586,9,1,1,6,1,4,5
1210,吴6,7,南京,南京,849,591,9,1,1,6,1,4,5
1211,吴6,8,南京,南京,0,1440,9,1,0,6,1,4,5
1212,吴6,9,南京,南京,0,1440,9,1,0,6,1,4,5
1213,吴7,0,南京,南京,0,0,9,1,0,6,1,4,5
1214,吴7,1,南京,南京,0,1440,9,1,0,6,1,4,5
1215,吴7,2,南京,上海,119,1321,9,1,1,6,1,4,5
1216,吴7,3,上海,南京,940,500,9,1,1,6,1,4,5
1217,吴7,4,南京,南京,0,1440,9,1,0,6,1,4,5
1218,吴7,5,南京,南京,0,1440,9,1,0,6,1,4,5
1219,吴7,6,南京,南京,0,1440,9,1,0,6,1,4,5
1220,吴7,7,南京,南京,854,586,9,1,1,6,1,4,5
1221,吴7,8,南京,南京,849,591,9,1,1,6,1,4,5
1222,吴7,9,南京,南京,0,1440,9,1,0,6,1,4,5
1223,吴8,0,南京,南京,0,0,9,1,0,6,1,4,5
1224,吴8,1,南京,南京,0,1440,9,1,0,6,1,4,5
1225,吴8,2,南京,南京,0,1440,9,1,0,6,1,4,5
1226,吴8,3,南京,上海,119,1321,9,1,1,6,1,4,5
1227,吴8,4,上海,南京,940,500,9,1,1,6,1,4,5
1228,吴8,5,南京,南京,0,1440,9,1,0,6,1,4,5
1229,吴8,6,南京,南京,0,1440,9,1,0,6,1,4,5
1230,吴8,7,南京,南京,0,1440,9,1,0,6,1,4,5
1231,吴8,8,南京,南京,854,586,9,1,1,6,1,4,5
1232,吴8,9,南京,南京,849,591,9,1,1,6,1,4,5
1233,吴9,0,南京,南京,0,0,9,1,0,6,1,4,5
1234,吴9,1,南京,南京,849,591,9,1,1,6,1,4,5
1235,吴9,2,南京,南京,0,1440,9,1,0,6,1,4,5
1236,吴9,3,南京,南京,0,1440,9,1,0,6,1,4,5
1237,吴9,4,南京,上海,119,1321,9,1,1,6,1,4,5
1238,吴9,5,上海,南京,940,500,9,1,1,6,1,4,5
1239,吴9,6,南京,南京,0,1440,9,1,0,6,1,4,5
1240,吴9,7,南京,南京,0,1440,9,1,0,6,1,4,5
1241,吴9,8,南京,南京,0,1440,9,1,0,6,1,4,5
1242,吴9,9,南京,南京,854,586,9,1,1,6,1,4,5
1243,吴10,0,南京,南京,0,0,9,0,0,6,1,4,5
1244,吴10,1,南京,南京,854,586,9,0,1,6,1,4,5
1245,吴10,2,南京,南京,849,591,9,0,1,6,1,4,5
1246,吴10,3,南京,南京,0,1440,9,0,0,6,1,4,5
1247,吴10,4,南京,南京,0,1440,9,0,0,6,1,4,5
1248,吴10,5,南京,上海,119,1321,9,0,1,6,1,4,5
1249,吴10,6,上海,南京,940,500,9,0,1,6,1,4,5
1250,吴10,7,南京,南京,0,1440,9,0,0,6,1,4,5
1251,吴10,8,南京,南京,0,1440,9,0,0,6,1,4,5
1252,吴10,9,南京,南京,0,1440,9,0,0,6,1,4,5
1253,吴11,0,南京,南京,0,0,9,0,0,6,1,4,5
1254,吴11,1,南京,南京,854,586,9,0,1,6,1,4,5
1255,吴11,2,南京,南京,849,591,9,0,1,6,1,4,5
1256,吴11,3,南京,南京,0,1440,9,0,0,6,1,4,5
1257,吴11,4,南京,南京,0,1440,9,0,0,6,1,4,5
1258,吴11,5,南京,上海,119,1321,9,0,1,6,1,4,5
1259,吴11,6,上海,南京,940,500,9,0,1,6,1,4,5
1260,吴11,7,南京,南京,0,1440,9,0,0,6,1,4,5
1261,吴11,8,南京,南京,0,1440,9,0,0,6,1,4,5
1262,吴11,9,南京,南京,0,1440,9,0,0,6,1,4,5
1263,吴12,0,南京,南京,0,0,9,0,0,6,1,4,5
1264,吴12,1,南京,南京,854,586,9,0,1,6,1,4,5
1265,吴12,2,南京,南京,849,591,9,0,1,6,1,4,5
1266,吴12,3,南京,南京,0,1440,9,0,0,6,1,4,5
1267,吴12,4,南京,南京,0,1440,9,0,0,6,1,4,5
1268,吴12,5,南京,上海,119,1321,9,0,1,6,1,4,5
1269,吴12,6,上海,南京,940,500,9,0,1,6,1,4,5
1270,吴12,7,南京,南京,0,1440,9,0,0,6,1,4,5
1271,吴12,8,南京,南京,0,1440,9,0,0,6,1,4,5
1272,吴12,9,南京,南京,0,1440,9,0,0,6,1,4,5
1273,吴13,0,南京,南京,0,0,9,0,0,6,1,4,5
